posicao (populacao),municipio,populacao,posicao (pib),"PIB(R$1000,00)"
4031,Ouro Verde de Minas,5895,5016,46239
4034,Alpestre,5885,1270,527201
4035,Coqueiro Seco,5882,4462,66881
4036,Ibiara,5877,4979,47407
4038,Tufilândia,5868,5002,46893
4039,Rodeio Bonito,5868,2688,185704
4040,Rio do Campo,5864,2920,162911
4041,Pouso Alto,5862,2383,220745
4042,Frei Gaspar,5858,4808,52809
4043,Nortelândia,5858,3488,118616
4045,Três Fronteiras,5856,3647,107546
4048,Água Fria de Goiás,5843,2398,218874
4049,Araricá,5840,3138,144405
4051,Aroazes,5819,5043,45272
4052,São João do Caiuá,5819,3165,141498
4053,Britânia,5815,3597,110400
4054,Bandeira do Sul,5808,4524,63943
4055,Montadas,5806,4586,61427
4056,Guaimbê,5806,4339,72070
4057,Fernando Prestes,5805,2561,199549
4058,Itaguatins,5801,4643,59181
4059,São Francisco de Assis do Piauí,5801,5219,39058
4060,Adrianópolis,5797,2166,254477
4061,Braúna,5795,3867,94531
4062,Barra do Chapéu,5794,4126,81558
4064,Caldeirão Grande do Piauí,5786,5038,45506
4065,Senhora de Oliveira,5786,4424,68283
4066,Trindade do Sul,5781,2935,161103
4067,Picada Café,5780,1965,293085
4069,Jussiape,5777,4720,56308
4070,Pato Bragado,5755,2958,159330
4071,Jaramataia,5751,4778,53776
4072,Paraíso das Águas,5751,1129,617917
4073,Malta,5745,4893,49595
4074,São Pedro do Iguaçu,5745,2574,197467
4075,Calumbi,5744,4976,47509
4076,Patrocínio do Muriaé,5744,4288,74350
4077,Serra de São Bento,5739,5045,45005
4079,Veredinha,5733,4020,86474
4080,Itaubal,5730,4488,65752
4083,Jacobina do Piauí,5718,5103,43089
4084,Cocalinho,5716,3216,137924
4085,Cabaceiras,5710,4950,48283
4086,Alecrim,5710,3668,106115
4087,Jussari,5706,4810,52720
4088,Juvenília,5706,4875,50159
4089,Aragominas,5705,4545,63046
4090,Bonfim do Piauí,5700,5284,36670
4091,Encanto,5697,5137,42126
4092,Bacurituba,5696,5322,35188
4093,Chalé,5695,4416,68491
4094,Sucupira do Riachão,5692,5125,42410
4097,Aramina,5689,3348,128365
4099,Sambaíba,5686,2418,216683
4100,Luzerna,5683,2967,158845
4101,São Domingos das Dores,5672,4471,66627
4102,Bom Princípio do Piauí,5670,4913,49109
4103,Barrolândia,5669,4140,81181
4104,Feira da Mata,5656,5033,45732
4105,São Paulo das Missões,5654,3128,145062
4106,Júlio Borges,5653,5180,40450
4107,Goiandira,5650,3512,116952
4108,Macuco,5646,2939,160870
4109,São Cristóvão do Sul,5646,3096,147702
4110,São José do Xingu,5646,2263,238591
4111,Benedito Leite,5643,5199,39864
4112,Firmino Alves,5641,5106,42997
4113,Mendonça,5638,2258,239718
4114,Sabino,5638,3495,118111
4115,Sentinela do Sul,5635,4055,84589
4116,Campinas do Piauí,5628,5133,42208
4117,Aguiar,5622,4980,47393
4119,Mercedes,5617,2516,205015
4120,Tucunduva,5612,2581,196721
4121,Rubelita,5609,4715,56557
4123,São Sebastião da Bela Vista,5598,1742,339671
4124,Maria Helena,5593,3767,100277
4125,Cana Verde,5585,4549,62957
4126,Santa Fé de Goiás,5585,1921,301234
4127,Caiana,5584,4639,59336
4128,Xambrê,5584,4018,86692
4129,Saudade do Iguaçu,5578,836,899285
4130,Serra do Navio,5577,4363,70828
4131,Santa Ernestina,5577,3916,92068
4132,Itaara,5573,3987,88332
4133,Agronômica,5570,3000,155556
4134,São José da Vitória,5562,4915,49080
4136,Maripá,5562,1776,330872
4137,Fernandes Pinheiro,5561,2809,174486
4138,Capitão Andrade,5559,5078,43990
4139,Conceição do Pará,5558,2077,268643
4140,Ipiguá,5557,3760,100658
4142,Bento Fernandes,5552,5030,45790
4143,Pequizeiro,5546,4284,74438
4144,Brejinho de Nazaré,5540,3029,153703
4145,São Jorge do Ivaí,5535,2120,261631
4146,São Jorge do Patrocínio,5532,3513,116947
4147,Tiradentes do Sul,5532,3410,123463
4148,Várzea,5529,5149,41812
4148,Várzea,5529,5452,29715
5138,Várzea,2870,5149,41812
5138,Várzea,2870,5452,29715
4149,Alcantil,5527,5128,42305
4150,Doutor Ulysses,5525,4439,67713
4151,Chuvisca,5518,3700,103800
4152,Gurinhatã,5516,3330,130299
4153,Barra do Rocha,5515,5031,45768
4154,Caseara,5514,3310,131434
4155,Bertolínia,5512,4796,53315
4156,Piranguçu,5504,4800,53190
4157,Coronel Ezequiel,5501,5114,42804
4158,Rio Preto,5493,4742,55120
4159,Juazeiro do Piauí,5491,5151,41716
4161,Alcinópolis,5489,2911,164077
4162,Joca Marques,5488,5344,34501
4164,Caxingó,5477,5089,43691
4165,Geminiano,5477,5117,42708
4167,Sobrália,5476,4860,50613
4168,Fazenda Nova,5471,3800,98116
4169,Nova Colinas,5469,4729,55955
4171,Mucurici,5468,4338,72082
4172,Avaí,5467,2108,263902
4173,Catas Altas,5465,1145,609952
4174,Nova Esperança do Sul,5465,3341,129215
4175,Caparaó,5464,4344,71746
4176,Santo Antônio do Leste,5459,1641,371143
4177,São Bento do Tocantins,5457,4903,49308
4178,Jampruca,5453,4758,54381
4179,Silvanópolis,5452,3109,146571
4180,Tapira,5452,1041,681293
4180,Tapira,5452,3371,126488
4367,Tapira,4890,1041,681293
4367,Tapira,4890,3371,126488
4181,Itacambira,5447,4671,58061
4182,Gaurama,5447,2313,230041
4183,Turvelândia,5447,1584,390808
4184,Datas,5431,4974,47643
4185,Luminárias,5431,3723,102482
4186,Santa Rita do Itueto,5426,3379,126030
4187,Santo Inácio,5422,1838,318558
4188,Campinas do Sul,5422,2621,192729
4189,Baliza,5418,4375,70054
4190,São Bento Abade,5411,4595,60948
4191,Machadinho,5411,3035,153117
4192,Damião,5409,5148,41814
4193,Bonfinópolis de Minas,5397,2542,201431
4194,Botuverá,5396,2005,282670
4195,Vieirópolis,5395,5159,41396
4196,Presidente Castelo Branco,5395,3290,132761
4197,Curral Novo do Piauí,5390,1917,302192
4198,Entre Folhas,5383,4881,49942
4199,Nipoã,5381,4008,87351
4200,Grandes Rios,5379,3419,123113
4201,Salmourão,5372,4360,70943
4202,Pratânia,5371,3569,112344
4203,Pracuúba,5370,4551,62942
4205,Senador Amaral,5365,4728,55966
4206,Canitar,5365,2600,194457
4207,Riversul,5364,4501,64894
4208,São José do Divino,5361,5042,45379
4208,São José do Divino,5361,5285,36654
4765,São José do Divino,3851,5042,45379
4765,São José do Divino,3851,5285,36654
4209,São José do Goiabal,5356,4769,54077
4210,Manoel Emídio,5352,5126,42410
4211,Cravolândia,5352,5281,36764
4212,Novorizonte,5348,4858,50751
4213,Guzolândia,5346,4582,61632
4214,Francinópolis,5345,5299,36157
4215,Porto dos Gaúchos,5344,1554,404675
4216,Ibiracatu,5340,5127,42359
4218,Braganey,5338,2925,161947
4219,Timbé do Sul,5338,3535,115079
4220,São Martinho,5336,2215,245783
4220,São Martinho,5336,4275,74945
5024,São Martinho,3162,2215,245783
5024,São Martinho,3162,4275,74945
4221,Marianópolis do Tocantins,5332,3486,118724
4222,Rio Espera,5332,5004,46686
4223,Jaboti,5332,3908,92427
4224,Fartura do Piauí,5330,5474,27875
4225,Campina das Missões,5325,3111,146341
4226,Itaverava,5321,4946,48365
4227,Álvaro de Carvalho,5320,4897,49483
4228,Minador do Negrão,5315,4941,48451
4230,Barro Preto,5312,4617,60278
4232,Barão de Monte Alto,5311,4910,49123
4233,Acorizal,5309,4345,71727
4234,Parazinho,5307,1498,422975
4235,Aricanduva,5305,5082,43958
4236,Aliança do Tocantins,5303,3539,114813
4237,Virgolândia,5303,4873,50201
4238,Divina Pastora,5290,3709,102967
4239,Franciscópolis,5287,4353,71282
4241,Almadina,5273,4831,51837
4242,Landri Sales,5272,4576,61794
4243,Volta Grande,5270,4542,63063
4244,Francisco Dumont,5268,4651,58922
4245,Canas,5268,2149,256730
4246,Curvelândia,5267,3682,104912
4247,São Luiz do Norte,5263,3627,108548
4248,Santa Rosa do Piauí,5254,5307,35822
4249,Nova Tebas,5252,3420,122967
4250,Boa Ventura,5248,5147,41912
4252,Fruta de Leite,5232,5208,39417
4253,Janduís,5228,4596,60893
4254,Dom Silvério,5227,4092,82738
4255,Figueirópolis,5222,3033,153233
4256,Sertão,5220,2031,276634
4257,Lagoa do Sítio,5219,5032,45737
4258,Curral de Cima,5209,4990,47210
4259,Jequitibá,5203,3967,89207
4260,Santa Maria do Salto,5203,5188,40115
4261,Palmópolis,5196,4994,47116
4262,Tamboara,5196,3553,113366
4263,Guarujá do Sul,5196,3062,150630
4264,Jacaré dos Homens,5185,4821,52244
4265,Itaguaru,5184,4298,73898
4266,Nova Erechim,5163,3014,154485
4267,Cristiano Otoni,5161,4232,77100
4268,São Pedro do Suaçuí,5160,4675,57944
4269,Rafael Fernandes,5158,5177,40512
4270,São Nicolau,5153,3323,130470
4272,São José da Varginha,5151,4086,83215
4273,Sertaneja,5149,2175,253246
4275,Dores de Guanhães,5139,3598,110351
4276,Goianorte,5136,4200,78038
4277,Olho d'Água Grande,5133,5190,40064
4278,Brochier,5132,4013,86883
4279,Caturaí,5132,4529,63882
4280,Agricolândia,5123,5346,34198
4282,Rochedo,5120,2790,176191
4283,Madre de Deus de Minas,5119,2982,157369
4284,Rio do Prado,5117,5200,39855
4285,Analândia,5115,2960,159305
4286,Selbach,5114,2468,211070
4287,José Raydan,5104,4753,54604
4288,Caridade do Piauí,5102,5381,32858
4289,Turvolândia,5099,3555,113207
4290,Santana de Mangueira,5098,5187,40148
4291,Campo Alegre do Fidalgo,5093,5353,33927
4292,Bocaina de Minas,5088,4738,55179
4293,Liberato Salzano,5087,3397,124610
4294,Gameleiras,5084,5220,39050
4295,Cacique Doble,5083,3840,96032
4296,Guaramiranga,5073,4578,61758
4297,Crucilândia,5072,4779,53762
4298,Cabixi,5067,3202,138894
4300,Congonhas do Norte,5047,5224,38962
4301,Vargem Grande do Rio Pardo,5045,5053,44770
4302,São Gonçalo do Piauí,5044,5315,35345
4303,Descoberto,5044,4317,72828
4304,Pranchita,5035,2384,220739
4305,Piedade dos Gerais,5034,4567,62145
4307,Rondinha,5033,2791,176060
4308,Honório Serpa,5030,2653,189593
4309,Palmeira do Piauí,5029,4359,71088
4310,Pingo-d'Água,5029,5233,38715
4311,São Raimundo do Doca Bezerra,5028,5311,35583
4312,Campos Novos Paulista,5028,3373,126332
4313,Cuparaque,5026,4848,51351
4314,Dom Cavati,5025,4755,54514
4315,José Boiteux,5019,3622,108751
4316,Tupandi,5019,1520,415872
4317,Nova Esperança do Sudoeste,5014,3616,109142
4318,Itacuruba,5013,4790,53447
4319,Nova Palmeira,5011,5209,39415
4320,Guaraciama,5005,5218,39092
4321,Ibertioga,4999,4493,65199
4322,Liberdade,4994,4117,81903
4323,Itapura,4994,3733,101885
4324,Currais,4982,2990,156453
4325,Aceguá,4981,2118,262135
4326,Diamante do Norte,4975,1897,306166
4327,Divino das Laranjeiras,4969,4978,47466
4328,Lupionópolis,4969,3696,104019
4329,Harmonia,4967,2949,160015
4330,Muçum,4967,1998,283719
4331,Mirassolândia,4966,3601,110125
4333,Narandiba,4950,2517,204905
4334,São João da Lagoa,4949,5110,42880
4335,Moeda,4948,4647,59008
4336,Janiópolis,4948,3105,147099
4337,Catuti,4944,5207,39496
4338,Eliseu Martins,4943,5171,40844
4339,Miravânia,4939,5280,36848
4340,Monte Formoso,4939,5401,32087
4341,Catingueira,4938,5184,40216
4343,Pilõezinhos,4937,5090,43675
4344,Japi,4935,5206,39533
4345,Várzea Branca,4930,5336,34734
4346,Japira,4929,3754,101170
4347,Espírito Santo do Turvo,4926,4351,71536
4348,Pinheirinho do Vale,4926,4023,86378
4349,São José do Hortêncio,4924,3421,122892
4350,Leme do Prado,4923,4862,50544
4351,Alegrete do Piauí,4921,5356,33754
4352,Coronel João Pessoa,4918,5186,40150
4353,Santana do Itararé,4916,3803,97967
4355,Nossa Senhora de Nazaré,4911,5366,33373
4356,Josenópolis,4911,5297,36224
4357,Gastão Vidigal,4911,4466,66694
4358,Cocal de Telha,4908,5265,37510
4359,Vitor Meireles,4907,3499,117880
4360,Barra Longa,4905,4380,69634
4361,Aparecida do Rio Negro,4901,3935,90878
4362,Porto Amazonas,4899,3462,120304
4363,Miraguaí,4899,3487,118701
4364,São Sebastião do Tocantins,4898,5075,44135
4365,Caturité,4898,4709,56757
4366,Ribeirão do Largo,4896,4199,78232
4368,Nova Araçá,4890,2669,187514
4369,Santo Antônio da Barra,4886,2712,183337
4371,Jatobá do Piauí,4885,5193,40038
4372,Floraí,4883,3036,152922
4373,Lagoinha,4882,4752,54614
4374,Sampaio,4876,5272,37199
4375,Claraval,4873,3430,122624
4376,Indiana,4873,4591,61216
4377,Combinado,4870,4533,63689
4378,Itabi,4869,4730,55931
4379,Monte Horebe,4867,5279,36881
4380,Santa Rosa do Tocantins,4864,3122,145602
4381,Salto do Itararé,4862,3873,94167
4382,São João da Varjota,4856,5449,29829
4383,Santópolis do Aguapeí,4856,4597,60817
4384,Vermelho Novo,4852,5049,44927
4385,Lobato,4850,2719,183113
4386,Santana do Jacaré,4847,4256,76003
4387,Santa Rita de Jacutinga,4843,4750,54653
4388,Glicério,4842,3824,97062
4389,Gavião Peixoto,4841,891,839815
4390,Novo São Joaquim,4837,1980,289196
4391,Serranópolis de Minas,4836,5329,34899
4392,Augusto de Lima,4833,4509,64566
4393,Serrinha dos Pintos,4832,5268,37322
4394,Rianápolis,4832,3857,95113
4395,Motuca,4831,4012,87132
4396,Ubirajara,4828,3968,89199
4397,Nova Cantu,4827,2693,185185
4398,Ressaquinha,4826,2833,171679
4399,Júlio Mesquita,4824,4845,51474
4400,São Pedro da Cipa,4823,4838,51618
4401,Tabaí,4816,4414,68608
4403,Conceição do Canindé,4811,5118,42540
4404,Feliz Deserto,4803,3625,108647
4405,Caibaté,4802,2961,159188
4406,Bom Jardim da Serra,4801,3471,119840
4407,Jeceaba,4795,952,769957
4408,Paulistas,4794,5081,43966
4409,Capivari do Sul,4793,2374,222234
4410,Berizal,4792,5189,40114
4411,Salto Veloso,4792,2835,171571
4413,Congo,4787,4866,50491
4414,Ribeirão Corrente,4786,4015,86851
4415,Granjeiro,4784,5238,38617
4416,Erval Grande,4780,3925,91536
4417,Jesuânia,4774,4514,64435
4418,Lajes Pintadas,4768,5166,41040
4419,Mata,4760,3654,106930
4420,São Francisco do Glória,4758,4793,53369
4422,Joaquim Felício,4757,5181,40384
4423,Monteiro Lobato,4739,4606,60571
4424,Bandeira,4738,5066,44394
4425,Braúnas,4737,3899,92833
4426,Fênix,4734,3269,134762
4427,David Canabarro,4732,3461,120360
4428,Espírito Santo do Dourado,4728,4348,71665
4429,Rio Quente,4728,1894,306941
4430,Natércia,4727,4434,67909
4432,Cerro Branco,4720,4289,74321
4433,Pontalinda,4719,4054,84618
4434,Arraial,4713,5345,34281
4436,Canabrava do Norte,4711,3586,111293
4437,Divinópolis de Goiás,4701,4610,60480
4438,São Pedro dos Crentes,4700,4830,51872
4439,Riozinho,4698,3563,112681
4440,São José do Seridó,4696,3747,101457
4441,Lunardelli,4695,4022,86389
4442,Santa Cruz do Escalvado,4693,4924,48724
4443,Ciríaco,4693,3451,120907
4444,Guatambu,4692,2218,244836
4445,Ibiaçá,4690,2622,192692
4446,Coronel José Dias,4688,5396,32212
4447,Dueré,4686,3432,122505
4448,Angelina,4686,3808,97749
4449,Almino Afonso,4685,5302,36037
4450,Itaguari,4684,4489,65623
4451,Nova Iorque,4682,5277,36931
4452,Fazenda Vilanova,4680,3536,115058
4453,Marumbi,4676,4273,75168
4454,Barra do Ouro,4673,5023,46019
4455,Oratórios,4671,4795,53327
4456,Messias Targino,4665,4239,76805
4458,Lagoa do Barro do Piauí,4658,5269,37309
4459,Felício dos Santos,4656,5123,42471
4460,Entre Rios do Oeste,4651,2336,226440
4461,Santana do Piauí,4650,5382,32725
4462,Rosário da Limeira,4648,4967,47751
4464,Lagoa,4640,5256,37791
4465,São José de Espinharas,4631,4939,48503
4466,Rio Fortuna,4630,2267,237652
4467,Viadutos,4628,3416,123181
4468,Mato Leitão,4627,3322,130501
4469,São João da Urtiga,4625,3463,120248
4470,São João da Canabrava,4619,5390,32462
4471,Ponte Alta,4619,3605,109883
4472,Capela Nova,4616,4932,48564
4473,Bertópolis,4609,5274,37078
4474,Lupércio,4608,4383,69516
4475,São Bentinho,4602,5182,40294
4476,Santa Carmem,4600,1877,310575
4477,Rosário do Ivaí,4595,4114,81942
4478,Novo Planalto,4592,3964,89246
4479,Coronel Macedo,4591,4161,80082
4480,Ponte Alta do Bom Jesus,4586,5057,44619
4481,Cordilheira Alta,4585,2391,219631
4482,Tunas,4585,4134,81328
4483,Santa Cruz da Conceição,4584,3500,117879
4484,Romelândia,4584,4100,82283
4485,Flor da Serra do Sul,4583,3489,118418
4486,São Lourenço do Piauí,4581,5447,29904
4487,Conceição de Ipanema,4581,4882,49820
4488,Bonópolis,4579,3838,96112
4489,João Ramalho,4577,2766,179068
4491,Guaribas,4573,5433,30674
4492,Riachão do Poço,4571,5084,43860
4493,São Pedro da União,4563,3799,98136
4494,Riachão do Bacamarte,4562,5168,40960
4495,Socorro do Piauí,4557,5363,33471
4496,Aguanil,4557,4625,59822
4498,Buritizal,4547,2776,178048
4499,Marcos Parente,4546,5204,39733
4500,Fronteira dos Vales,4542,5308,35766
4502,São Félix de Balsas,4540,4959,48009
4504,Maçambará,4539,2213,246055
4505,Montividiu do Norte,4538,4464,66806
4506,Ingazeira,4537,5349,34028
4507,Ribeirão do Sul,4537,3160,141944
4508,Canaã,4533,4454,67090
4509,Lindóia do Sul,4530,3613,109463
4510,Vicente Dutra,4530,3923,91674
4511,Matinhas,4528,5153,41686
4512,Morro Cabeça no Tempo,4527,5435,30626
4513,Senador Georgino Avelino,4527,3708,102988
4514,Turvânia,4526,4095,82475
4515,Murutinga do Sul,4525,4631,59608
4516,Riqueza,4525,3769,99914
4517,Jardim do Mulato,4522,5454,29453
4518,Ritápolis,4521,4395,69122
4519,Porto Lucena,4514,3763,100508
4521,Tunápolis,4507,3480,119067
4522,Ramilândia,4500,4124,81599
4523,Cariri do Tocantins,4499,1767,332889
4524,Ribeira do Piauí,4499,3587,111256
4525,Lindoeste,4488,3113,146191
4526,Wall Ferraz,4479,5418,31399
4527,São João do Pacuí,4476,5352,33985
4528,Curralinhos,4475,5497,26143
4529,Iguaraçu,4475,3186,140649
4530,José Gonçalves de Minas,4474,5046,44991
4532,Lagoa do Tocantins,4470,5243,38403
4533,Foz do Jordão,4466,3714,102739
4534,Onda Verde,4462,3428,122671
4535,Flores do Piauí,4461,5303,36027
4536,Fortaleza de Minas,4460,4451,67237
4537,Serranópolis do Iguaçu,4460,2893,165823
4538,Rodolfo Fernandes,4457,5194,39998
4539,Pequi,4457,4616,60363
4540,São Braz do Piauí,4454,5472,27904
4541,Tejupá,4452,3924,91670
4542,Novo Acordo,4450,5018,46084
4543,Carvalhos,4445,4732,55428
4544,Quinta do Sol,4444,2946,160166
4545,Jerumenha,4443,5096,43377
4546,Paineiras,4440,4627,59775
4547,Bernardo Sayão,4439,4237,76826
4548,Couto de Magalhães de Minas,4436,5138,42114
4549,Dom Joaquim,4436,5102,43143
4550,Piedade do Rio Grande,4436,4299,73856
4551,Funilândia,4434,4836,51673
4553,Itaguajé,4426,3729,102126
4554,Erval Velho,4423,3187,140524
4555,Quarto Centenário,4420,2463,211591
4556,Japaraíba,4418,4433,68001
4557,Gavião,4417,5245,38277
4558,Materlândia,4415,5074,44136
4559,Pindorama do Tocantins,4414,4934,48553
4561,Vargem Bonita,4411,1602,384140
4561,Vargem Bonita,4411,5145,42003
5399,Vargem Bonita,2143,1602,384140
5399,Vargem Bonita,2143,5145,42003
4562,São João do Tigre,4408,5350,34027
4563,Nova Guarita,4407,3969,89151
4564,Logradouro,4406,5266,37488
4565,Sandovalina,4405,1566,396791
4566,Itamarati de Minas,4395,4717,56507
4567,Ibarama,4393,3994,88033
4569,Recursolândia,4389,5169,40866
4570,Aiquara,4387,5164,41212
4571,Santa Bárbara do Tugúrio,4385,4727,56008
4573,Joanésia,4382,4230,77119
4574,Doutor Maurício Cardoso,4380,2808,174514
4575,Itapirapuã,4380,3055,150844
4576,Gramado Xavier,4378,4097,82398
4577,Vila Maria,4368,2528,202792
4578,Ipira,4367,4059,84480
4579,Poço de José de Moura,4366,5176,40622
4580,Gonçalves,4360,4638,59376
4581,Juramento,4359,5282,36755
4582,Santa Efigênia de Minas,4354,5195,39965
4583,Domingos Mourão,4352,5406,31910
4584,Nova Rosalândia,4348,4927,48708
4585,Junco do Maranhão,4334,5124,42453
4586,Santana do Riacho,4334,4589,61250
4587,Passagem Franca do Piauí,4331,5316,35341
4588,Pracinha,4327,5468,28207
4589,Nova Itaberaba,4327,3372,126487
4590,Matrinchã,4321,3974,88928
4591,Sebastião Leal,4311,3413,123308
4592,Pinhal Grande,4309,1344,490998
4593,Riacho Frio,4306,5323,35147
4594,Ponto Chique,4305,5247,38233
4595,Nova Santa Bárbara,4304,4207,77827
4596,Francisco Ayres,4300,5294,36425
4597,Paraná,4298,5377,33023
4598,Itapirapuã Paulista,4294,5248,38226
4599,Ocauçu,4294,3398,124606
4600,Serra Azul de Minas,4292,5411,31828
4601,São José da Safira,4291,5242,38417
4602,Marquinho,4283,4234,76936
4603,São Francisco do Oeste,4281,5234,38684
4604,Planaltina do Paraná,4281,3672,105688
4605,Vila Nova do Sul,4274,3514,116881
4606,Campo Novo,4273,2649,190055
4607,Bom Jesus da Penha,4270,3415,123213
4608,Arabutã,4268,3375,126252
4609,Aporé,4266,1876,310712
4611,União de Minas,4265,3308,131512
4612,Pescador,4261,5237,38631
4613,Brás Pires,4255,5304,35999
4614,Maximiliano de Almeida,4254,3811,97658
4615,Fortaleza dos Valos,4252,2205,247741
4616,Novo Cabrais,4246,3919,91838
4617,Marcelino Ramos,4239,3566,112408
4618,Barra do Quaraí,4238,2537,202081
4619,Divino de São Lourenço,4236,4456,67070
4620,Venha-Ver,4232,5310,35657
4621,Três Palmeiras,4232,3544,114407
4623,Ipiaçu,4229,3810,97671
4624,Cruzeiro do Iguaçu,4229,3552,113422
4625,Modelo,4227,3637,108048
4627,Dona Emma,4224,3752,101237
4628,São José do Alegre,4222,5116,42759
4629,Cabrália Paulista,4222,4060,84475
4630,Nova Luzitânia,4217,5008,46502
4631,Altair,4211,2473,210081
4633,Dores do Turvo,4202,5037,45610
4634,Alfredo Marcondes,4201,4089,83000
4635,Caiabu,4195,4605,60597
4637,Novo Barreiro,4185,4136,81260
4638,Iporanga,4180,4867,50487
4639,Tibau,4173,4166,79943
4640,Anhumas,4172,4083,83443
4641,São João do Cariri,4170,5113,42852
4643,Carrasco Bonito,4165,5270,37272
4644,Doutor Pedrinho,4164,3558,112894
4646,Teixeirópolis,4160,4084,83415
4647,São José do Sabugi,4153,4636,59406
4648,Piedade de Ponte Nova,4141,4879,49992
4649,São José do Barreiro,4141,5001,46939
4650,Populina,4136,3796,98374
4651,Nova Independência,4135,3275,134231
4652,Capitão Gervásio Oliveira,4127,5443,30153
4653,Paes Landim,4124,5324,35134
4654,Aparecida d'Oeste,4122,3383,125464
4655,Rio Branco do Ivaí,4121,4279,74718
4656,Taquaraçu de Minas,4120,4988,47234
4657,Mossâmedes,4120,4154,80620
4658,Jundiá,4119,5036,45641
4658,Jundiá,4119,5380,32885
4730,Jundiá,3945,5036,45641
4730,Jundiá,3945,5380,32885
4659,Tocos do Moji,4117,4883,49788
4660,Paranapuã,4112,3794,98637
4662,São Geraldo do Baixio,4104,5275,37035
4663,Major Sales,4102,5332,34827
4664,São José do Povo,4102,5108,42885
4665,Mariápolis,4098,4598,60752
4667,Veríssimo,4090,3353,127978
4668,Lagoa do Piauí,4086,5088,43746
4670,Marilac,4079,5140,42071
4672,Santa Cruz de Salinas,4074,5264,37556
4673,Dom Macedo Costa,4072,5423,31281
4674,Corumbataí,4072,2489,208767
4675,Passos Maia,4072,3252,136223
4676,Conceição do Tocantins,4070,4944,48406
4677,Novo Horizonte do Norte,4069,4515,64375
4678,Rondolândia,4069,4523,64026
4679,Assunção,4067,5276,36965
4680,Presidente Alves,4067,4539,63297
4681,Suzanápolis,4063,2125,260620
4682,Lagoa dos Patos,4062,5055,44682
4683,Ribeirão Vermelho,4061,4037,85726
4684,Porto Vitória,4057,4546,62992
4685,Senador Modestino Gonçalves,4056,3915,92088
4686,Ilópolis,4054,3582,111440
4687,Lucrécia,4053,5150,41752
4688,Carrancas,4052,4194,78529
4689,Santa Mônica,4052,4120,81821
4690,Virmond,4051,3529,115520
4691,Ibiquera,4047,5487,27055
4692,Santa Cruz dos Milagres,4046,5386,32597
4693,Inúbia Paulista,4045,3193,139899
4694,Bela Vista do Piauí,4044,5372,33123
4695,Coivaras,4044,5451,29760
4696,Quatro Pontes,4043,2814,173908
4698,Witmarsum,4032,3454,120808
4699,Portelândia,4032,2434,214433
4700,Marliéria,4030,5222,39015
4701,Contendas do Sincorá,4025,5246,38274
4702,Frutuoso Gomes,4015,5314,35348
4703,Jateí,4015,2063,270483
4704,Goianá,4014,4672,58037
4705,Bom Sucesso de Itararé,4013,4805,52971
4706,Nova Nazaré,4013,4408,68833
4707,Nossa Senhora das Graças,4009,4312,73089
4708,Cumbe,4008,5154,41640
4709,Canhoba,4003,4812,52660
4710,Treviso,4002,2430,215546
4711,Kaloré,3996,3630,108460
4712,Acaiaca,3995,5230,38763
4713,Lajedão,3993,4751,54631
4715,Barcelona,3989,5318,35277
4716,Olivedos,3989,5321,35220
4717,Mãe d'Água,3988,5416,31494
4718,Ibirapuitã,3988,3855,95213
4719,Santana do Deserto,3985,5197,39912
4720,Bugre,3984,5015,46259
4721,Marques de Souza,3981,4082,83452
4722,Espigão Alto do Iguaçu,3980,3594,110697
4723,Porteirão,3979,2322,229501
4724,Pedra do Indaiá,3977,4175,79389
4726,Cafezal do Sul,3975,3948,90338
4727,São Miguel do Aleixo,3964,5167,41004
4728,Cajuri,3961,4429,68143
4731,Conceição da Barra de Minas,3939,5115,42767
4732,Canavieira,3938,5421,31355
4733,Itaju,3937,3641,107728
4734,Santa Rosa de Lima,3933,4952,48259
4734,Santa Rosa de Lima,3933,5156,41478
5398,Santa Rosa de Lima,2151,4952,48259
5398,Santa Rosa de Lima,2151,5156,41478
4735,Ewbank da Câmara,3932,5201,39852
4736,Paquetá,3931,5367,33335
4737,Pedras Grandes,3931,3210,138674
4738,Gameleira de Goiás,3923,3227,137556
4739,Santana de Cataguases,3909,5229,38772
4740,Jaú do Tocantins,3906,4677,57859
4741,Areias,3906,5104,43012
4742,Quadra,3902,3975,88900
4743,Iraceminha,3901,3847,95671
4745,Caldazinha,3900,4977,47474
4746,Jaborá,3899,3161,141799
4747,São José de Princesa,3898,5456,29102
4748,Pontão,3898,2441,213853
4749,Leópolis,3896,3403,123816
4750,Mariana Pimentel,3892,4448,67318
4751,Minduri,3891,4437,67794
4752,Conselheiro Mairinck,3891,3790,98950
4753,Pareci Novo,3885,3993,88120
4754,São Pedro da Serra,3881,4341,71855
4755,Hugo Napoleão,3880,5491,26748
4756,Poço Dantas,3877,5364,33453
4757,Indiaporã,3876,3900,92773
4758,Amaralina,3875,4650,58964
4759,Xavantina,3873,2724,182978
4761,Medeiros,3861,3452,120845
4762,Santo Antônio do Grama,3861,4362,70848
4763,Putinga,3861,3880,93335
4764,São Geraldo da Piedade,3860,5300,36105
4766,Vista Serrana,3850,5369,33191
4768,Varjão,3848,4532,63801
4769,Rio Crespo,3843,3665,106320
4770,Pejuçara,3840,2392,219479
4772,Campina do Simão,3831,3911,92393
4773,Campo Azul,3830,5379,32965
4774,Redenção da Serra,3827,4701,57031
